CUSTOMER_ID;ADDRESS_LINE_ORIGIN;ADDRESS_LINE_EN;ZIP;COUNTRY;CITY;DISTRICT;STREET;SEC;LANE;ALLEY;NUMBER;FLOOR;ROOM;BUILDING;VILLAGE;PROVINCE;STATE;OTHER;ERROR_MESSAGE;ADDRESS_LINE_REBUILD
3577;四川省成都市武侯區科華北路50號F座9樓901室, 成都 610041, 中國;9th Floor, Room 901, Tower F, 50 Kehua North Road, Wuhou District, Chengdu City, Sichuan Province 610041, CN;610041;CN;Chengdu City;Wuhou District;Kehua North Road;;;;50;9;Room 901;Tower F;;Sichuan Province;;;;9 Floor, Room 901, Tower F, 50, Kehua North Road, Wuhou District, Chengdu City, Sichuan Province, 610041, CN
6524;湖北省武漢市洪山區魯磨路88號G座11樓1105室, 武漢 430074, 中國;11th Floor, Room 1105, Tower G, 88 Lumo Road, Hongshan District, Wuhan City, Hubei Province 430074, CN;430074;CN;Wuhan City;Hongshan District;Lumo Road;;;;88;11;Room 1105;Tower G;;Hubei Province;;;;11 Floor, Room 1105, Tower G, 88, Lumo Road, Hongshan District, Wuhan City, Hubei Province, 430074, CN
1719;湖南省長沙市雨花區曙光路20號H座7樓702室, 長沙 410013, 中國;7th Floor, Room 702, Tower H, 20 Shuguang Road, Yuhua District, Changsha City, Hunan Province 410013, CN;410013;CN;Changsha City;Yuhua District;Shuguang Road;;;;20;7;Room 702;Tower H;;Hunan Province;;;;7 Floor, Room 702, Tower H, 20, Shuguang Road, Yuhua District, Changsha City, Hunan Province, 410013, CN
1383;福建省廈門市思明區湖濱東路30號I座4樓402室, 廈門 361001, 中國;4th Floor, Room 402, Tower I, 30 Hubin East Road, Siming District, Xiamen City, Fujian Province 361001, CN;361001;CN;Xiamen City;Siming District;Hubin East Road;;;;30;4;Room 402;Tower I;;Fujian Province;;;;4 Floor, Room 402, Tower I, 30, Hubin East Road, Siming District, Xiamen City, Fujian Province, 361001, CN
1870;遼寧省大連市沙河口區中山路100號J座10樓1001室, 大連 116001, 中國;10th Floor, Room 1001, Tower J, 100 Zhongshan Road, Shahekou District, Dalian City, Liaoning Province 116001, CN;116001;CN;Dalian City;Shahekou District;Zhongshan Road;;;;100;10;Room 1001;Tower J;;Liaoning Province;;;;10 Floor, Room 1001, Tower J, 100, Zhongshan Road, Shahekou District, Dalian City, Liaoning Province, 116001, CN
1530046035;美國紐約州紐約市第五大道350號;350 Fifth Avenue, New York, NY 10118, US;10118;US;New York;;Fifth Avenue;;;;350;;;;;;NY;;;350, Fifth Avenue, New York, NY, 10118, US
858269184;美國加利福尼亞州庫比蒂諾市無限環路1號;1 Infinite Loop Road, Cupertino, CA 95014, US;95014;US;Cupertino;;Infinite Loop Road;;;;1;;;;;;CA;;;1, Infinite Loop Road, Cupertino, CA, 95014, US
6669475541;美國西維吉尼亞州查爾斯頓市楓樹大道742號;742 Maple Avenue, Charleston, West Virginia 25302, US;25302;US;Charleston;;Maple Avenue;;;;742;;;;;;WV;;;742, Maple Avenue, Charleston, WV, 25302, US
7214;東京都豊島?東池袋1-50-35 池袋P'PARCO B1F;B1F, Ikebukuro P'PARCO, 1-50-35 Higashi-Ikebukuro, Toshima-ku, Tokyo, JP;;JP;Tokyo;Toshima-ku;Higashi-Ikebukuro;;;;1-50-35;B1;;Ikebukuro P'PARCO;;;;;PLEASE ENTER POSTAL CODE.;B1, Ikebukuro P'PARCO, 1-50-35, Higashi-Ikebukuro, Toshima-ku, Tokyo, JP
7059;22 第二批測試資料 22;1-1 Chiyoda, Chiyoda-ku, Tokyo 100-0001, JP;100-0001;JP;Tokyo;Chiyoda-ku;Chiyoda;;;;1-1;;;;;;;;;1-1, Chiyoda, Chiyoda-ku, Tokyo, 100-0001, JP
1249;22 第二批測試資料 22;5-2 Odori Nishi 10-chome, Chuo-ku, Sapporo, Hokkaido 060-0042, JP;060-0042;JP;Sapporo;Chuo-ku;Odori Nishi;10-chome;;;5-2;;;;;Hokkaido;;;;5-2, 10-chome, Odori Nishi, Chuo-ku, Sapporo, Hokkaido, 060-0042, JP
8706;22 第二批測試資料 22;3-4-15 Umeda, Kita-ku, Osaka, Osaka 530-0001, JP;530-0001;JP;Osaka;Kita-ku;Umeda;;;;3-4-15;;;;;Osaka;;;;3-4-15, Umeda, Kita-ku, Osaka, Osaka, 530-0001, JP
7081;22 第二批測試資料 22;2-12-8 Sakae, Naka-ku, Nagoya, Aichi 460-0008, JP;460-0008;JP;Nagoya;Naka-ku;Sakae;;;;2-12-8;;;;;Aichi;;;;2-12-8, Sakae, Naka-ku, Nagoya, Aichi, 460-0008, JP
7181;22 第二批測試資料 22;1-6-3 Tenjin, Chuo-ku, Fukuoka, Fukuoka 810-0001, JP;810-0001;JP;Fukuoka;Chuo-ku;Tenjin;;;;1-6-3;;;;;Fukuoka;;;;1-6-3, Tenjin, Chuo-ku, Fukuoka, Fukuoka, 810-0001, JP
5602;22 第二批測試資料 22;4-7-12 Ichibancho, Aoba-ku, Sendai, Miyagi 980-0811, JP;980-0811;JP;Sendai;Aoba-ku;Ichibancho;;;;4-7-12;;;;;Miyagi;;;;4-7-12, Ichibancho, Aoba-ku, Sendai, Miyagi, 980-0811, JP
2398;22 第二批測試資料 22;7-10 Kyomachi, Chuo-ku, Kobe, Hyogo 650-0034, JP;650-0034;JP;Kobe;Chuo-ku;Kyomachi;;;;7-10;;;;;Hyogo;;;;7-10, Kyomachi, Chuo-ku, Kobe, Hyogo, 650-0034, JP
951;22 第二批測試資料 22;2-5-9 Kamiyacho, Naka-ku, Hiroshima, Hiroshima 730-0031, JP;730-0031;JP;Hiroshima;Naka-ku;Kamiyacho;;;;2-5-9;;;;;Hiroshima;;;;2-5-9, Kamiyacho, Naka-ku, Hiroshima, Hiroshima, 730-0031, JP
9279;22 第二批測試資料 22;1-4-22 Honmachi, Kanazawa, Ishikawa 920-0853, JP;920-0853;JP;Kanazawa;;Honmachi;;;;1-4-22;;;;;Ishikawa;;;;1-4-22, Honmachi, Kanazawa, Ishikawa, 920-0853, JP
7774;22 第二批測試資料 22;3-2-18 Kumoji, Naha, Okinawa 900-0015, JP;900-0015;JP;Naha;;Kumoji;;;;3-2-18;;;;;Okinawa;;;;3-2-18, Kumoji, Naha, Okinawa, 900-0015, JP
1640;1 第一批測試資料 1;Rm. 9, 5 F.-1, No. 656-88, Aly. 321, Ln. 123, Sec. 4, Bade Rd., Songshan Dist., Taipei City 105034, TW;105034;TW;Taipei City;Songshan Dist.;Bade Rd.;4;123;321;656-88;5-1;Rm. 9;;;;;;;5-1 Floor, Rm. 9, 656-88, Aly. 321, Ln. 123, Sec. 4, Bade Rd., Songshan Dist., Taipei City, 105034, TW
4455;1 第一批測試資料 1;2911 Chino Ave., Unit F2, Chino Hills, CA 91709, US;91709;US;Chino Hills;;Chino Ave.;;;;2911;;Unit F2;;;;CA;;;Unit F2, 2911, Chino Ave., Chino Hills, CA, 91709, US
5279;1 第一批測試資料 1;1600 Amphitheatre Parkway, Mountain View, CA 94043, US;94043;US;Mountain View;;Amphitheatre Parkway;;;;1600;;;;;;CA;;;1600, Amphitheatre Parkway, Mountain View, CA, 94043, US
6778;1 第一批測試資料 1;Potsdamer Platz 1, 10785 Berlin, DE;10785;DE;Berlin;;Potsdamer Platz;;;;1;;;;;;;;;1, Potsdamer Platz, Berlin, 10785, DE
8181;1 第一批測試資料 1;Piazza del Colosseo, 1, 00184 Roma RM, IT;00184;IT;Roma;;Piazza del Colosseo;;;;1;;;;;;RM;;;1, Piazza del Colosseo, Roma, RM, 00184, IT
3452;1 第一批測試資料 1;175 Queen Street, Auckland 1010, NZ;1010;NZ;Auckland;;Queen Street;;;;175;;;;;;;;;175, Queen Street, Auckland, 1010, NZ
5558;1 第一批測試資料 1;200 Bourke Street, Melbourne VIC 3000, AU;3000;AU;Melbourne;;Bourke Street;;;;200;;;;;;VIC;;;200, Bourke Street, Melbourne, VIC, 3000, AU
4900;1 第一批測試資料 1;221B Baker Street, London NW1 6XE, UK;NW1 6XE;UK;London;;Baker Street;;;;221B;;;;;;;;;221B, Baker Street, London, NW1 6XE, UK
3807;1 第一批測試資料 1;10 Downing Street, Westminster, London SW1A 2AA, UK;SW1A 2AA;UK;Westminster;;Downing Street;;;;10;;;;;London;;;;10, Downing Street, Westminster, London, SW1A 2AA, UK
8182;1 第一批測試資料 1;1-2, 1-Chome Oshiage, Sumida City, Tokyo 131-8634, JP;131-8634;JP;Sumida City;;Oshiage;1-Chome;;;1-2;;;;;Tokyo;;;;1-2, 1-Chome, Oshiage, Sumida City, Tokyo, 131-8634, JP
4430;1 第一批測試資料 1;3759 Elm St, Rivertown, MI 91179;91179;;Rivertown;;Elm St.;;;;3759;;;;;;MI;;PLEASE ENTER COUNTRY.;3759, Elm St., Rivertown, MI, 91179
3775;1 第一批測試資料 1;3861 Elm St, Rivertown, CA 72976;72976;;Rivertown;;Elm St.;;;;3861;;;;;;CA;;PLEASE ENTER COUNTRY.;3861, Elm St., Rivertown, CA, 72976
2316;1 第一批測試資料 1;5341 Elm St, Clinton, NC 68405;68405;;Clinton;;Elm St.;;;;5341;;;;;;NC;;PLEASE ENTER COUNTRY.;5341, Elm St., Clinton, NC, 68405
3744;1 第一批測試資料 1;1740 Highland Ave, Lakeside, NC 95349;95349;;Lakeside;;Highland Ave.;;;;1740;;;;;;NC;;PLEASE ENTER COUNTRY.;1740, Highland Ave., Lakeside, NC, 95349
1057;1 第一批測試資料 1;6806 Oak St, Hillcrest, OH 30159;30159;;Hillcrest;;Oak St.;;;;6806;;;;;;OH;;PLEASE ENTER COUNTRY.;6806, Oak St., Hillcrest, OH, 30159
5808;1 第一批測試資料 1;6769 Highland Ave, Springfield, GA 92721;92721;;Springfield;;Highland Ave.;;;;6769;;;;;;GA;;PLEASE ENTER COUNTRY.;6769, Highland Ave., Springfield, GA, 92721
5215;***** For 'FLOOR' test data! *****;5th Floor, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;5;;;;;WA;;;5 Floor, 4678, Broadway, Austin, WA, 83821, UK
1420;***** For 'FLOOR' test data! *****;Fl. 5, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;5;;;;;WA;;;5 Floor, 4678, Broadway, Austin, WA, 83821, UK
7223;***** For 'FLOOR' test data! *****;Level 5, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;5;;;;;WA;;;5 Floor, 4678, Broadway, Austin, WA, 83821, UK
2683;***** For 'FLOOR' test data! *****;Unit 501, 5th Floor, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;5;Unit 501;;;;WA;;;5 Floor, Unit 501, 4678, Broadway, Austin, WA, 83821, UK
2094;***** For 'FLOOR' test data! *****;Suite 501, Fl. 5, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;5;Suite 501;;;;WA;;;5 Floor, Suite 501, 4678, Broadway, Austin, WA, 83821, UK
145;***** For 'FLOOR' test data! *****;B1F, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;B1;;;;;WA;;;B1, 4678, Broadway, Austin, WA, 83821, UK
6175;***** For 'FLOOR' test data! *****;Basement 1, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;B1;;;;;WA;;;B1, 4678, Broadway, Austin, WA, 83821, UK
3027;***** For 'FLOOR' test data! *****;Lower Ground Floor, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;Lower Ground Floor;;;;;WA;;;Lower Ground Floor, 4678, Broadway, Austin, WA, 83821, UK
8428;***** For 'FLOOR' test data! *****;Unit B101, B1F, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;B1;Unit B101;;;;WA;;;B1, Unit B101, 4678, Broadway, Austin, WA, 83821, UK
963;***** For 'FLOOR' test data! *****;M/F, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;M/F;;;;;WA;;;M/F, 4678, Broadway, Austin, WA, 83821, UK
3555;***** For 'FLOOR' test data! *****;Mezzanine Floor, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;Mezzanine Floor;;;;;WA;;;Mezzanine Floor, 4678, Broadway, Austin, WA, 83821, UK
5326;***** For 'FLOOR' test data! *****;Unit F1, M/F, 4678 Broadway, Austin, WA 83821, UK;83821;UK;Austin;;Broadway;;;;4678;M/F;Unit F1;;;;WA;;;M/F, Unit F1, 4678, Broadway, Austin, WA, 83821, UK
23;333 第三批測試資料 333;Suite 501, 5th Floor, Sunshine Tower, 3-1-1 Higashiikebukuro, Toshima-ku, Tokyo 170-6059, JP;170-6059;JP;Tokyo;Toshima-ku;Higashiikebukuro;;;;3-1-1;5;Suite 501;Sunshine Tower;;;;;;5 Floor, Suite 501, Sunshine Tower, 3-1-1, Higashiikebukuro, Toshima-ku, Tokyo, 170-6059, JP
1515955763;333 第三批測試資料 333;123 Main St, Los Angeles, CA 90001, US;90001;US;Los Angeles;;Main St.;;;;123;;;;;;CA;;;123, Main St., Los Angeles, CA, 90001, US
7934382346;333 第三批測試資料 333;456 Queen St, Auckland, Auckland Region 1010, NZ;1010;NZ;Auckland;;Queen St.;;;;456;;;;;Auckland Region;;;;456, Queen St., Auckland, Auckland Region, 1010, NZ
5947055322;333 第三批測試資料 333;789 Oxford St, London, Greater London W1D 2ES, GB;W1D 2ES;GB;London;;Oxford St.;;;;789;;;;;Greater London;;;;789, Oxford St., London, Greater London, W1D 2ES, GB
8544670737;333 第三批測試資料 333;56 Via Roma, Rome, Lazio 00100, IT;00100;IT;Rome;;Via Roma;;;;56;;;;;Lazio;;;;56, Via Roma, Rome, Lazio, 00100, IT
1945600316;333 第三批測試資料 333;90 King St, Toronto, ON M5H 1A1, CA;M5H 1A1;CA;Toronto;;King St.;;;;90;;;;;;ON;;;90, King St., Toronto, ON, M5H 1A1, CA
4008883878;333 第三批測試資料 333;11 Orchard Rd, Singapore 238826, SG;238826;SG;Singapore;;Orchard Rd.;;;;11;;;;;;;;;11, Orchard Rd., Singapore, 238826, SG
2384209765;333 第三批測試資料 333;22 Nathan Rd, Kowloon, Hong Kong 999077, CN;999077;CN;Kowloon;;Nathan Rd.;;;;22;;;;;Hong Kong;;;;22, Nathan Rd., Kowloon, Hong Kong, 999077, CN
5766857871;333 第三批測試資料 333;33 Xinyi Rd, Taipei City, Taipei 110, TW;110;TW;Taipei City;;Xinyi Rd.;;;;33;;;;;Taipei;;;;33, Xinyi Rd., Taipei City, Taipei, 110, TW
4469447339;333 第三批測試資料 333;44 Nanjing Rd, Shanghai, Shanghai Municipality 200001, CN;200001;CN;Shanghai;;Nanjing Rd.;;;;44;;;;;Shanghai Municipality;;;;44, Nanjing Rd., Shanghai, Shanghai Municipality, 200001, CN
7473909536;333 第三批測試資料 333;55 Shijo-dori, Kyoto, Kyoto 600-8001, JP;600-8001;JP;Kyoto;;Shijo-dori;;;;55;;;;;Kyoto;;;;55, Shijo-dori, Kyoto, Kyoto, 600-8001, JP
6767751544;333 第三批測試資料 333;77 Jalan Bukit Bintang, Kuala Lumpur, Federal Territory of Kuala Lumpur 55100, MY;55100;MY;Kuala Lumpur;;Jalan Bukit Bintang;;;;77;;;;;Federal Territory of Kuala Lumpur;;;;77, Jalan Bukit Bintang, Kuala Lumpur, Federal Territory of Kuala Lumpur, 55100, MY
3106477369;333 第三批測試資料 333;88 Sukhumvit Rd, Bangkok, Bangkok 10110, TH;10110;TH;Bangkok;;Sukhumvit Rd.;;;;88;;;;;Bangkok;;;;88, Sukhumvit Rd., Bangkok, Bangkok, 10110, TH
857051200;***** For 'STATE' test data! *****;123 George Street, Sydney, New South Wales 2000, AU;2000;AU;Sydney;;George Street;;;;123;;;;;;NSW;;;123, George Street, Sydney, NSW, 2000, AU
857051200;***** For 'STATE' test data! *****;123 George Street, Sydney, NSW 2000, AU;2000;AU;Sydney;;George Street;;;;123;;;;;;NSW;;;123, George Street, Sydney, NSW, 2000, AU
9824927098;***** For 'STATE' test data! *****;456 Collins Street, Melbourne, Victoria 3000, AU;3000;AU;Melbourne;;Collins Street;;;;456;;;;;;VIC;;;456, Collins Street, Melbourne, VIC, 3000, AU
9824927098;***** For 'STATE' test data! *****;456 Collins Street, Melbourne, VIC 3000, AU;3000;AU;Melbourne;;Collins Street;;;;456;;;;;;VIC;;;456, Collins Street, Melbourne, VIC, 3000, AU
9073010488;***** For 'STATE' test data! *****;789 Queen Street, Brisbane, Queensland 4000, AU;4000;AU;Brisbane;;Queen Street;;;;789;;;;;;QLD;;;789, Queen Street, Brisbane, QLD, 4000, AU
9073010488;***** For 'STATE' test data! *****;789 Queen Street, Brisbane, QLD 4000, AU;4000;AU;Brisbane;;Queen Street;;;;789;;;;;;QLD;;;789, Queen Street, Brisbane, QLD, 4000, AU
3396736021;***** For 'STATE' test data! *****;12 King William Street, Adelaide, South Australia 5000, AU;5000;AU;Adelaide;;King William Street;;;;12;;;;;;SA;;;12, King William Street, Adelaide, SA, 5000, AU
3396736021;***** For 'STATE' test data! *****;12 King William Street, Adelaide, SA 5000, AU;5000;AU;Adelaide;;King William Street;;;;12;;;;;;SA;;;12, King William Street, Adelaide, SA, 5000, AU
4114030485;***** For 'STATE' test data! *****;34 Hay Street, Perth, Western Australia 6000, AU;6000;AU;Perth;;Hay Street;;;;34;;;;;;WA;;;34, Hay Street, Perth, WA, 6000, AU
4114030485;***** For 'STATE' test data! *****;34 Hay Street, Perth, WA 6000, AU;6000;AU;Perth;;Hay Street;;;;34;;;;;;WA;;;34, Hay Street, Perth, WA, 6000, AU
3746708620;***** For 'STATE' test data! *****;56 Davey Street, Hobart, Tasmania 7000, AU;7000;AU;Hobart;;Davey Street;;;;56;;;;;;TAS;;;56, Davey Street, Hobart, TAS, 7000, AU
3746708620;***** For 'STATE' test data! *****;56 Davey Street, Hobart, TAS 7000, AU;7000;AU;Hobart;;Davey Street;;;;56;;;;;;TAS;;;56, Davey Street, Hobart, TAS, 7000, AU
109702772;***** For 'STATE' test data! *****;78 Smith Street, Darwin, Northern Territory 0800, AU;0800;AU;Darwin;;Smith Street;;;;78;;;;;;NT;;;78, Smith Street, Darwin, NT, 0800, AU
109702772;***** For 'STATE' test data! *****;78 Smith Street, Darwin, NT 0800, AU;0800;AU;Darwin;;Smith Street;;;;78;;;;;;NT;;;78, Smith Street, Darwin, NT, 0800, AU
5124845014;***** For 'STATE' test data! *****;90 Constitution Avenue, Canberra, Australian Capital Territory 2601, AU;2601;AU;Canberra;;Constitution Avenue;;;;90;;;;;;ACT;;;90, Constitution Avenue, Canberra, ACT, 2601, AU
5124845014;***** For 'STATE' test data! *****;90 Constitution Avenue, Canberra, ACT 2601, AU;2601;AU;Canberra;;Constitution Avenue;;;;90;;;;;;ACT;;;90, Constitution Avenue, Canberra, ACT, 2601, AU
2858876485;***** For 'STATE' test data! *****;1 Marine Drive, New Delhi, Delhi 110001, IN;110001;IN;New Delhi;;Marine Drive;;;;1;;;;;;DL;;;1, Marine Drive, New Delhi, DL, 110001, IN
2858876485;***** For 'STATE' test data! *****;1 Marine Drive, New Delhi, DL 110001, IN;110001;IN;New Delhi;;Marine Drive;;;;1;;;;;;DL;;;1, Marine Drive, New Delhi, DL, 110001, IN
8779025400;***** For 'STATE' test data! *****;23 Beach Road, Puducherry, Puducherry 605001, IN;605001;IN;Puducherry;;Beach Road;;;;23;;;;;;PY;;;23, Beach Road, Puducherry, PY, 605001, IN
8779025400;***** For 'STATE' test data! *****;23 Beach Road, Puducherry, PY 605001, IN;605001;IN;Puducherry;;Beach Road;;;;23;;;;;;PY;;;23, Beach Road, Puducherry, PY, 605001, IN
6337970788;***** For 'STATE' test data! *****;45 River Street, Chandigarh, Chandigarh 160001, IN;160001;IN;Chandigarh;;River Street;;;;45;;;;;;CH;;;45, River Street, Chandigarh, CH, 160001, IN
6337970788;***** For 'STATE' test data! *****;45 River Street, Chandigarh, CH 160001, IN;160001;IN;Chandigarh;;River Street;;;;45;;;;;;CH;;;45, River Street, Chandigarh, CH, 160001, IN
7053173206;***** For 'STATE' test data! *****;67 Palace Avenue, Lakshadweep, Lakshadweep 682555, IN;682555;IN;Lakshadweep;;Palace Avenue;;;;67;;;;;;LD;;;67, Palace Avenue, Lakshadweep, LD, 682555, IN
7053173206;***** For 'STATE' test data! *****;67 Palace Avenue, Lakshadweep, LD 682555, IN;682555;IN;Lakshadweep;;Palace Avenue;;;;67;;;;;;LD;;;67, Palace Avenue, Lakshadweep, LD, 682555, IN
4894950860;***** For 'STATE' test data! *****;89 Hilltop Lane, Dadra and Nagar Haveli and Daman and Diu 396230, IN;396230;IN;;;Hilltop Lane;;;;89;;;;;;DNHDD;;PLEASE ENTER CITY OR PROVINCE.;89, Hilltop Lane, DNHDD, 396230, IN
4894950860;***** For 'STATE' test data! *****;89 Hilltop Lane, DNHDD 396230, IN;396230;IN;;;Hilltop Lane;;;;89;;;;;;DNHDD;;PLEASE ENTER CITY OR PROVINCE.;89, Hilltop Lane, DNHDD, 396230, IN
7338046995;***** For 'STATE' test data! *****;12 Island Road, Andaman and Nicobar Islands 744101, IN;744101;IN;;;Island Road;;;;12;;;;;;AN;;PLEASE ENTER CITY OR PROVINCE.;12, Island Road, AN, 744101, IN
7338046995;***** For 'STATE' test data! *****;12 Island Road, AN 744101, IN;744101;IN;;;Island Road;;;;12;;;;;;AN;;PLEASE ENTER CITY OR PROVINCE.;12, Island Road, AN, 744101, IN
8607782341;***** For 'STATE' test data! *****;34 Desert Street, Ladakh, Ladakh 194101, IN;194101;IN;Ladakh;;Desert Street;;;;34;;;;;;LA;;;34, Desert Street, Ladakh, LA, 194101, IN
8607782341;***** For 'STATE' test data! *****;34 Desert Street, Ladakh, LA 194101, IN;194101;IN;Ladakh;;Desert Street;;;;34;;;;;;LA;;;34, Desert Street, Ladakh, LA, 194101, IN
5495661039;***** For 'STATE' test data! *****;56 Ghat Road, Jammu, Jammu and Kashmir 180001, IN;180001;IN;Jammu;;Ghat Road;;;;56;;;;;;J&K;;;56, Ghat Road, Jammu, J&K, 180001, IN
5495661039;***** For 'STATE' test data! *****;56 Ghat Road, Jammu, J&K 180001, IN;180001;IN;Jammu;;Ghat Road;;;;56;;;;;;J&K;;;56, Ghat Road, Jammu, J&K, 180001, IN
8013883702;***** For 'STATE' test data! *****;78 Fort Street, Kargil, Jammu and Kashmir 194103, IN;194103;IN;Kargil;;Fort Street;;;;78;;;;;;J&K;;;78, Fort Street, Kargil, J&K, 194103, IN
8013883702;***** For 'STATE' test data! *****;78 Fort Street, Kargil, J&K 194103, IN;194103;IN;Kargil;;Fort Street;;;;78;;;;;;J&K;;;78, Fort Street, Kargil, J&K, 194103, IN
2157969015;***** CBPRPLUS測試資料 *****;Finance Dept., Payroll Section, 221B Sherlock House, 2F, Marylebone, London NW1 6XE, England, GB;NW1 6XE;GB;Sherlock House;;Finance Dept.;Payroll Section;;;221B;2;;Marylebone;;England;;;;2 Floor, Marylebone, 221B, Payroll Section, Finance Dept., Sherlock House, England, NW1 6XE, GB
3921841333;***** CBPRPLUS測試資料 *****;Admissions Office, Int’l Students, Oxford Main Hall, 12 University Ave, P.O. Box 87, Oxford OX1 2JD, England, UK;OX1 2JD;UK;Oxford;;Admissions Office;;;;12;;;;;Oxford Main Hall;;;CONTAINS INVALID CHARACTERS.;12, Admissions Office, Oxford, Oxford Main Hall, OX1 2JD, UK
